Sno,Candidate,Constituency,Party,Result,Criminal Cases,Cases details(convicted),Cases details(accused),Serious IPC Detail,Other IPC Detail,Education,Movable Assets,Immovable Assets,Total Assets,Liabilities,PAN Given (Y or N)  
421,RAGHU S B,Chitradurga,IND,L,0,No Cases ,No Cases,,,12th,15000,0,15000,0,N 
422,VALMIKI KAMALU NAYAK,Chittapur,BJP,L,0,No Cases ,No Cases,,,12th,575199,7480000,8055199,976275,Y 
423,RAJU MUKKANNA WADI,Chittapur,BSP,L,0,No Cases ,No Cases,,,not_given,50000,500000,550000,0,Y 
424,BASAVRAJ BENNUR,Chittapur,JD(S),L,1,No Cases ,"(1):IPC Sections -  143, 147, 363, 326, &149 , Other Details - Court:J.M.F.C,Saharapur Court.
Case No.209/2007
F.I.R.No.407/2007
Date:16.10.2007 
","1 charges related to  kidnapping (IPC Section-363) 
1 charges related to Voluntarily causing grievous hurt by dangerous weapons or means (IPC Section-326) 
","1 charges related to Punishment (IPC Section-143) 
1 charges related to  rioting (IPC Section-147) 
1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 
",graduate,484000,3000000,3484000,358459,N 
425,SAVITA H.RATHOD,Chittapur,JD(U),L,0,No Cases ,No Cases,,,graduate,46000,0,46000,0,N 
426,MALLIKARJUN KHARGE,Chittapur,INC,W,0,No Cases ,No Cases,,,graduate_professional,10517712,37518490,48036202,3601885,Y 
427,TIPPANNA B.ODEYRAJ,Chittapur,IND,L,0,No Cases ,No Cases,,,graduate_professional,145000,250000,395000,0,N 
428,HUSENAPPA HULAGAPPA KALLI LINGASUR,Chittapur,LJP,L,1,No Cases ,"(1):IPC Sections -  143, 147, 148, 353, 186, 189, 504, 506, 149 , Other Details - C.C.No.702/07/128/07,Police Station Lingasugur,District Raichur, State Karanataka,J.M.F.C.,Lingasugur,Charge not framed 
",,"1 charges related to Threat of injury to public servant (IPC Section-189) 
1 charges related to Intentional insult with intent to 	provoke breach of the peace (IPC Section-504) 
1 charges related to  criminal intimidation (IPC Section-506) 
1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 
1 charges related to Punishment (IPC Section-143) 
1 charges related to  rioting (IPC Section-147) 
1 charges related to Rioting, armed with deadly weapon (IPC Section-148) 
1 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 
",graduate,15000,295000,310000,0,N 
429,ANDANAPPA,Dasarahalli,JD(S),L,0,No Cases ,No Cases,,,not_given,0,0,0,0,N 
430,S.MUNIRAJU,Dasarahalli,BJP,W,0,No Cases ,No Cases,,,10th,31309751,169987651,201297402,1380638,Y 
431,N.K.NAVEEN,Dasarahalli,BSP,L,0,No Cases ,No Cases,,,not_given,200000,0,200000,12907,Y 
432,K.C.ASHOKA,Dasarahalli,INC,L,0,No Cases ,No Cases,,,12th,9572286,109966000,119538286,518244,Y 
433,S.A RAVINDRANATH,Davanagere North,BJP,W,2,No Cases ,"(1):IPC Sections -  499, 500, 501, 502 , Other Details - Case No.-618/2006 
(2):IPC Sections -  499, 500, 501, 502, 199 , Other Details - Case No.-56/2007 
",,"2 charges related to Defamation (IPC Section-499) 
2 charges related to  defamation (IPC Section-500) 
2 charges related to Printing or engraving matter known to be defamatory (IPC Section-501) 
2 charges related to Sale of printed or engraved substance containing defamatory matter (IPC Section-502) 
1 charges related to False statement made in declaration which is by law receivable as evidence (IPC Section-199) 
",12th,5591121,6750000,12341121,177445,Y 
434,B KOTRESH KANCHIKERE,Davanagere North,BSP,L,0,No Cases ,No Cases,,,graduate,100000,1500000,1600000,25000,Y 
435,HANUMANTHAPPA,Davanagere North,SP,L,0,No Cases ,No Cases,,,10th,360000,0,360000,100000,N 
436,B GNANAPRAKASH,Davanagere North,RAHS,L,0,No Cases ,No Cases,,,not_given,40500,700000,740500,0,N 
437,B M SATHISH,Davanagere North,JD(S),L,0,No Cases ,No Cases,,,graduate,350000,6300000,6650000,400000,N 
438,SUBHAN KHAN,Davanagere North,IND,L,0,No Cases ,No Cases,,,not_given,375000,800000,1175000,0,N 
439,N LALITHKUMAR JAIN,Davanagere North,JD(U),L,0,No Cases ,No Cases,,,10th,242000,600000,842000,0,Y 
440,MUTTON MOHAMMADALI.J,Davanagere North,LJP,L,0,No Cases ,No Cases,,,5th,400000,2500000,2900000,500000,N 
441,K NARAYANA,Davanagere North,IND,L,0,No Cases ,No Cases,,,not_given,100000,1100000,1200000,930331,Y 
442,UMESH PATIL,Davanagere North,IND,L,0,No Cases ,No Cases,,,10th,131000,230000,361000,47000,N 
443,BABU SYED SHAHIN,Davanagere South,SP,L,0,No Cases ,No Cases,,,10th,640000,1000000,1640000,561941,N 
444,H.S.NAGARAJ,Davanagere South,JD(S),L,0,No Cases ,No Cases,,,12th,10407608,3329900,13737508,8562528,Y 
445,T.ATHAULLA,Davanagere South,IUML,L,0,No Cases ,No Cases,,,8th,190000,0,190000,0,N 
446,H.K.KENCHAVEERAPPA,Davanagere South,IND,L,0,No Cases ,No Cases,,,10th,56000,1000000,1056000,70000,N 
447,SHAMANURU SHIVASHANKARAPPA,Davanagere South,INC,W,0,No Cases ,No Cases,,,12th,238266895,214978136,453245031,57781773,Y 
448,K.M RAVISHANKAR,Davanagere South,IND,L,0,No Cases ,No Cases,,,12th,329350,0,329350,0,N 
449,MAHAMMED JABIULLA,Davanagere South,IND,L,0,No Cases ,No Cases,,,12th,51000,0,51000,900000,N 
450,H.R.ASHOK REDDY,Davanagere South,JD(U),L,0,No Cases ,No Cases,,,graduate_professional,404000,1250000,1654000,300000,Y 
451,YASHWANTH RAO JADAV,Davanagere South,BJP,L,0,No Cases ,No Cases,,,10th,315000,2000000,2315000,0,N 
452,NARENDRA RAO PAWAR,Davanagere South,BSP,L,0,No Cases ,No Cases,,,post_graduate,294000,1700000,1994000,207000,N 
453,K.SHIVANA GOUDA NAIK,Devadurga,JD(S),W,0,No Cases ,No Cases,,,10th,7700000,6000000,13700000,500000,Y 
454,HANUMESH SIVANNA,Devadurga,IND,L,0,No Cases ,No Cases,,,5th,50000,0,50000,48000,N 
455,MANASHAYYA NAIK,Devadurga,IND,L,0,No Cases ,No Cases,,,12th,55000,140000,195000,0,N 
456,A.VENKATESH NAIK,Devadurga,INC,L,0,No Cases ,No Cases,,,others,2667008,9200000,11867008,32717,Y 
457,VENKANNA DORE,Devadurga,BSP,L,0,No Cases ,No Cases,,,graduate,1318000,11800000,13118000,1800000,Y 
458,ADEPPA,Devadurga,IND,L,0,No Cases ,No Cases,,,12th,146000,0,146000,0,N 
459,SUJATHA PATIL,Devadurga,BJP,L,0,No Cases ,No Cases,,,post_graduate,1478767,4567000,6045767,205923,Y 
460,SANJEEVAPPA NAIK,Devadurga,SP,L,0,No Cases ,No Cases,,,5th,146000,175000,321000,0,N 
461,G.CHANDRANNA,Devanahalli,JD(S),L,0,No Cases ,No Cases,,,10th,2696750,53400000,56096750,700000,Y 
462,M.VENKATAPPA,Devanahalli,SKP,L,0,No Cases ,No Cases,,,not_given,31000,0,31000,0,N 
463,K.NAGESH,Devanahalli,BJP,L,0,No Cases ,No Cases,,,10th,695000,18339000,19034000,300000,Y 
464,M.SRINIVASA,Devanahalli,JD(U),L,0,No Cases ,No Cases,,,graduate,290000,8500000,8790000,0,N 
465,VENKATASWAMY,Devanahalli,INC,W,0,No Cases ,No Cases,,,not_given,250000,7000000,7250000,1800000,Y 
466,MUNIYAPPA M (KORAMANGALA MUNIYAPPA),Devanahalli,BSP,L,4,No Cases ,"(1):IPC Sections -  143, 147, 348, 384, 149  , Other Details - C.R.79/2004(C.C.,485/05) 
(2):IPC Sections -  143, 147, 148, 447, 506B, 504, 379, 511, 149 , Other Details - C.R.NO.80/2004
Date:25/04/2004 C.C.NO.727/2007(Spitap no:524/95) 
(3):IPC Sections -  143, 147, 341, 504, 149  , Other Details - Vijaya nagara police station C.R.NO.66/2002 
Date:16/05/2002 and C.C NO.277/2002 
(4):IPC Sections -  143, 341, 353, 427, 149 , Other Details - Devanalli police station C.R.NO.176/96
Date:22/07/06
C.C.NO.133/2006 spitap no.705/1998 crimal cases 
","1 charges related to  extortion (IPC Section-384) 
1 charges related to  theft (IPC Section-379) 
","3 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 
3 charges related to Punishment (IPC Section-143) 
2 charges related to Intentional insult with intent to 	provoke breach of the peace (IPC Section-504) 
2 charges related to  wrongful restraint (IPC Section-341) 
2 charges related to  rioting (IPC Section-147) 
1 charges related to Rioting, armed with deadly weapon (IPC Section-148) 
1 charges related to  criminal trespass (IPC Section-447) 
1 charges related to  criminal intimidation (IPC Section-506) 
1 charges related to  attempting to commit offences punishable with imprisonment for life or other imprisonment (IPC Section-511) 
1 charges related to Assault or criminal force to deter public servant from discharge of his duty (IPC Section-353) 
1 charges related to Mischief causing damage to the amount of fifty rupees (IPC Section-427) 
1 charges related to Wrongful confinement to extort confession, or compel restoration of property (IPC Section-348) 
",not_given,0,0,0,0,N 
467,BASANAGOUDA.R.PATIL (YATNAL),Devar Hippargi,BJP,L,5,No Cases ,"(1):IPC Sections -  420 , Other Details - G.M.F.C Court Indi, Case No.P.S.Crime No.8/2007 
(2):IPC Sections -   , Other Details - G.M.F.C Court, Hubballi, Case No.260/2004 CC No.1081/041, Date 19-07-2004 
(3):IPC Sections -  323,335,504,506,R/W 34 IPC , Other Details - G.M.F.C. Court, Indi. Case No.CC 83/2007 
(4):IPC Sections -  143,147,336,337,109,323,324,R/W 149IPC , Other Details - G.M.F.C Court, Indi. Case No.CC 79/2007 
(5):IPC Sections -   , Other Details - G.M.F.C Court, Bijapura. Case No.137/1998, Date 22-02-2001, Petition No.2012/2003 
","1 charges related to Voluntarily causing hurt by dangerous weapons or means (IPC Section-324) 
","2 charges related to  voluntarily causing hurt (IPC Section-323) 
1 charges related to Intentional insult with intent to 	provoke breach of the peace (IPC Section-504) 
1 charges related to  criminal intimidation (IPC Section-506) 
1 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 
1 charges related to Punishment (IPC Section-143) 
1 charges related to  rioting (IPC Section-147) 
1 charges related to Act endangering life or personal safety of others (IPC Section-336) 
1 charges related to Causing hurt by act endangering life or personal safety of others (IPC Section-337) 
1 charges related to Punishment of abetment if the act abetted is committed in consequence, and where no express provision is made for its punishment (IPC Section-109) 
1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 
1 charges related to Cheating and dishonestly inducing delivery of property (IPC Section-420) 
1 charges related to Voluntarily causing grievous hurt on provocation: - (IPC Section-335) 
",graduate,23990563,7925000,31915563,24781733,Y 
468,PATIL NINGANAGOUDA RAMANAGOUDA,Devar Hippargi,JD(U),L,0,No Cases ,No Cases,,,graduate,739007,3900000,4639007,2000000,Y 
469,DESAI SHIVAPUTRAPPA MADIVALAPPA,Devar Hippargi,JD(S),L,0,No Cases ,No Cases,,,10th,1318000,14250000,15568000,405000,N 
470,A.S.PATIL (NADAHALLI),Devar Hippargi,INC,W,0,No Cases ,No Cases,,,post_graduate,88777972,73422929,162200901,134021099,Y 
471,PUJARI YASHAVANT MALAPPA,Devar Hippargi,BSP,L,0,No Cases ,No Cases,,,graduate_professional,240000,250000,490000,50000,N 
472,AMBADGATTI SHIVANAND RUDRAPPA,Dharwad,IND,L,0,No Cases ,No Cases,,,10th,1503722,8500000,10003722,0,N 
473,YASHWAN.T K JALAYI,Dharwad,IND,L,0,No Cases ,No Cases,,,graduate_professional,258000,1500000,1758000,11000,N 
474,SEEMA ASHOK MASUTI,Dharwad,BJP,W,0,No Cases ,No Cases,,,12th,1846717,3650000,5496717,120000,Y 
475,ASTAGI TAVANAPPA PAYAPPA,Dharwad,IND,L,0,No Cases ,No Cases,,,10th,2711707,5100000,7811707,484000,N 
476,BELLAD SHIVANNA,Dharwad,IND,L,0,No Cases ,No Cases,,,graduate,18106000,27700000,45806000,0,Y 
477,IMAMHUSAIN KUNDGOL,Dharwad,BSP,L,0,No Cases ,No Cases,,,12th,135000,7000000,7135000,120000,N 
478,SHASHIKALA ISHWAR MASUTI,Dharwad,SUP,L,0,No Cases ,No Cases,,,graduate,1387115,505000,1892115,150000,N 
479,VINAY KULKARNI,Dharwad,INC,L,1,No Cases ,"(1):IPC Sections -  143, 147, 148, 341, 186, 504, 149  , Other Details - Case No: Alnawar, P.S. Cr. No 13/08 
",,"1 charges related to  wrongful restraint (IPC Section-341) 
1 charges related to Obstructing public servant in discharge of public functions (IPC Section-186) 
1 charges related to Intentional insult with intent to 	provoke breach of the peace (IPC Section-504) 
1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 
1 charges related to Punishment (IPC Section-143) 
1 charges related to  rioting (IPC Section-147) 
1 charges related to Rioting, armed with deadly weapon (IPC Section-148) 
",12th,7210000,11130000,18340000,3812000,Y 
480,RAMANAGOUDAR SANGANGOUDA RUDRAGOUDA,Dharwad,IND,L,0,No Cases ,No Cases,,,12th,1213765,10240000,11453765,549625,Y 
481,DESAI SUBHAS NINGAPPA,Dharwad,IND,L,1,No Cases ,"(1):IPC Sections -  143, 147, 148, 448, 342, 302, 149 , Other Details - Case No.77/04,Cr. No.172/2002,Dated 29-11-2002,J.M.F.C.II,Dharwad 
","1 charges related to Murder (IPC Section-302) 
","1 charges related to  house-trespass (IPC Section-448) 
1 charges related to  wrongful Confinement (IPC Section-342) 
1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 
1 charges related to Punishment (IPC Section-143) 
1 charges related to  rioting (IPC Section-147) 
1 charges related to Rioting, armed with deadly weapon (IPC Section-148) 
",10th,1100672,4300000,5400672,330910,N 
482,MUGUR MAKABOOLAHMED NAZEERAHMED,Dharwad,IUML,L,0,No Cases ,No Cases,,,literate,0,500000,500000,0,Y 
483,SAVITRI M. GUNDI,Dharwad,JD(U),L,0,No Cases ,No Cases,,,graduate_professional,11965380,6204000,18169380,325000,Y 
484,AMRUT AYYAPPA DESAI,Dharwad,JD(S),L,0,No Cases ,No Cases,,,12th,1135000,3200000,4335000,65000,N 
485,ISHWAR SANIKOPPA,Dharwad,IND,L,0,No Cases ,No Cases,,,12th,1735000,3300000,5035000,500000,N 
486,C.CHANNIGAPPA,Doddaballapur,JD(S),L,0,No Cases ,No Cases,,,graduate,3020000,41000000,44020000,0,Y 
487,R.CHANDRA TEJASWI,Doddaballapur,CPM,L,0,No Cases ,No Cases,,,graduate_professional,75000,300000,375000,0,N 
488,M. NARAYANAGOWDA,Doddaballapur,BJP,L,0,No Cases ,No Cases,,,graduate,4115995,10000000,14115995,2642963,Y 
489,DR.C.S.SRINIVAS,Doddaballapur,SKP,L,0,No Cases ,No Cases,,,graduate,1330000,5750000,7080000,1900000,Y 
490,J.NARASIMHASWAMY,Doddaballapur,INC,W,0,No Cases ,No Cases,,,12th,8769000,28500000,37269000,2673560,Y 
491,PURUSHOTHAMA,Doddaballapur,BSP,L,0,No Cases ,No Cases,,,10th,93750,1000000,1093750,0,N 
492,BIDARUR SHRISHAILAPPA VEERUPAKSHAPPA,Gadag,BJP,W,0,No Cases ,No Cases,,,12th,1014000,7100000,8114000,3300000,N 
493,ASHOK MALLAPPA JAWALI,Gadag,SP,L,0,No Cases ,No Cases,,,12th,100000,700000,800000,6000,N 
494,H K PATIL,Gadag,INC,L,0,No Cases ,No Cases,,,graduate_professional,5496559,5122386,10618945,500000,N 
495,S BASAVANNEYYA HIREMATH,Gadag,BSP,L,3,No Cases ,"(1):IPC Sections -  345, 34 , Other Details - Court:Gadag district rona, J.M.F.C court,Rona.
C.C.NO:59/2007
Date:07-03-2007 
(2):IPC Sections -  143, 341, 149 , Other Details - Court:J.M.F.C  2nd court Gadag
C.C.NO:94/07
Date:3-4-2007 
(3):IPC Sections -   , Other Details - Kalam 3 Karnataka open plesis (Prevention of disapigarament) Act 1981
Coutr:J.M.F.C 1ST court Gadag
C.C.NO.17/2008 
",,"1 charges related to  wrongful restraint (IPC Section-341) 
1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 
1 charges related to Wrongful confinement of person for whose liberation writ has been issued (IPC Section-345) 
1 charges related to Acts done by several persons in furtherance of common intention (IPC Section-34) 
1 charges related to Punishment (IPC Section-143) 
",10th,70000,0,70000,34848,N 
496,KALASAD SHAMSHUDDIN BABAJAAN,Gadag,JD(S),L,0,No Cases ,No Cases,,,10th,579500,2372500,2952000,1250000,N 
497,S.SHIVAPPA,Gandhi Nagar,JD(S),L,0,No Cases ,No Cases,,,not_given,304000,4900000,5204000,0,N 
498,NARASINGH PATEL.D,Gandhi Nagar,RPI(A),L,0,No Cases ,No Cases,,,8th,70000,0,70000,0,Y 
499,V.NAGARAJ,Gandhi Nagar,IND,L,1,No Cases ,"(1):IPC Sections -   , Other Details - C.C.no.11760; 2005 7Th A.C.M.M.Court, Bangalore  
",,,not_given,245695,14200000,14445695,0,N 
500,DINESH GUNDU RAO,Gandhi Nagar,INC,W,0,No Cases ,No Cases,,,graduate_professional,2855106,200500000,203355106,0,Y 
501,R.MURUGAN,Gandhi Nagar,BSP,L,0,No Cases ,No Cases,,,12th,185006,0,185006,0,Y 
502,H.S.NAGABHUSHANA,Gandhi Nagar,KP,L,0,No Cases ,No Cases,,,post_graduate,4607000,3800000,8407000,1300000,N 
503,P.C.MOHAN,Gandhi Nagar,BJP,L,0,No Cases ,No Cases,,,not_given,98707400,51590576,150297976,34992990,Y 
504,K.R.KRISHNARAJU,Gandhi Nagar,ADMK,L,0,No Cases ,No Cases,,,graduate,27000,0,27000,0,N 
505,NALIN KUMAR JAIN,Gandhi Nagar,LKPT,L,0,No Cases ,No Cases,,,graduate_professional,298369,0,298369,434410,Y 
506,S.HASHUMAUDDIN ADVOCATE,Gangawati,IND,L,0,No Cases ,No Cases,,,graduate_professional,50000,0,50000,35000,N 
507,M GANGADHAR,Gangawati,IND,L,0,No Cases ,No Cases,,,10th,10000,0,10000,0,N 
508,BHARADWAJ SUBBARAO,Gangawati,CPI(ML)(L),L,0,No Cases ,No Cases,,,12th,62000,0,62000,0,N 
509,PARANNA ISHWARAPPA MUNAVALLI,Gangawati,BJP,W,0,No Cases ,No Cases,,,graduate,266424864,581100000,847524864,9685096,Y 
510,MAHABALESHWAR HASINAL,Gangawati,BSP,L,0,No Cases ,No Cases,,,graduate_professional,335000,10550000,10885000,3400000,N 
511,UPPAR HANUMANTAPPA KESARAHATTI,Gangawati,IND,L,0,No Cases ,No Cases,,,literate,50000,70000,120000,0,N 
512,NAGAPPA BHIMAPPA SALONI,Gangawati,INC,L,0,No Cases ,No Cases,,,8th,2434627,4840750,7275377,742000,N 
513,DEVAKKA VIRUPAXAPPA VALMEEKI,Gangawati,IND,L,0,No Cases ,No Cases,,,illiterate,56000,80000,136000,50000,N 
514,GUNJALLI NAGAPPA,Gangawati,JD(U),L,1,No Cases ,"(1):IPC Sections -  504, 506, 420 , Other Details - Court:Gangavathi civil judge and J.M.F.C Court
case no:C.C.321/06
Date:05-05-2007 
",,"1 charges related to Intentional insult with intent to 	provoke breach of the peace (IPC Section-504) 
1 charges related to  criminal intimidation (IPC Section-506) 
1 charges related to Cheating and dishonestly inducing delivery of property (IPC Section-420) 
",10th,4540000,3170000,7710000,0,N 
515,SHIVASHANKARA REDDY N H,Gauribidanur,INC,W,0,No Cases ,No Cases,,,graduate,300000,5000000,5300000,6800000,N 
516,ASHOK KUMAR R,Gauribidanur,IND,L,0,No Cases ,No Cases,,,graduate,1243140,890000,2133140,820000,Y 
517,SIDDAGANGAPPA,Gauribidanur,CPM,L,0,No Cases ,No Cases,,,graduate,20000,60000,80000,25000,N 
518,RAVI G N,Gauribidanur,IND,L,0,No Cases ,No Cases,,,not_given,25000,0,25000,50000,N 
519,RAVINARAYANA REDDY N M,Gauribidanur,BJP,L,0,No Cases ,No Cases,,,graduate,635000,1210000,1845000,1995000,N 
520,SADASHIVAIAH K V,Gauribidanur,IND,L,0,No Cases ,No Cases,,,graduate,0,6000000,6000000,0,N 
521,KRISHNA KUMAR P T,Gauribidanur,BSP,L,0,No Cases ,No Cases,,,not_given,305000,0,305000,0,N 
522,JYOTHI REDDY N,Gauribidanur,JD(S),L,0,No Cases ,No Cases,,,post_graduate,305000,0,305000,0,N 
523,SHIVASHANKAR H V,Gauribidanur,IND,L,1,No Cases ,"(1):IPC Sections -  I.P.C 171E, 123(1)A, RP Act , Other Details - court JMFC chikkaballapur;
case no.CR No.30/2008
Date of order of the Court taking cognizance:14-04-2008
 
",,"1 charges related to Wearing grab or carrying token used by public servant with fraudulent intent (IPC Section-171) 
",graduate_professional,2734868,36900000,39634868,3076720,Y 
524,NARASIMHA MURTHY B K,Gauribidanur,LJP,L,0,No Cases ,No Cases,,,not_given,50000,500000,550000,0,N 
525,BHIMASHI LAXMANRAO JARKIHOLI,Gokak,BJP,L,1,No Cases ,"(1):IPC Sections -  144, 147, 148, 364, 307, 379, 404, 302, 120B, 201, 149  , Other Details - Case No- 158/89 and Sections 25, 30, 29 Of Indian Arms Act. 
","1 charges related to Murder (IPC Section-302) 
1 charges related to Kidnapping or abducting in order to murder (IPC Section-364) 
1 charges related to Attempt to murder (IPC Section-307) 
1 charges related to  theft (IPC Section-379) 
","1 charges related to Dishonest misappropriation of property possessed by deceased person at the time of his death (IPC Section-404) 
1 charges related to Punishment of criminal conspiracy (IPC Section-120B) 
1 charges related to Causing disappearance of evidence of offence, or giving false information to screen offender (IPC Section-201) 
1 charges related to Every member of unlawful assembly guilty of offence committed in prosecution of common object (IPC Section-149) 
1 charges related to Joining unlawful assembly armed with deadly weapon (IPC Section-144) 
1 charges related to  rioting (IPC Section-147) 
1 charges related to Rioting, armed with deadly weapon (IPC Section-148) 
",post_graduate,41095318,27964477,69059795,1556858,Y 
526,HATTI SHIVANAND MURIGEPPA,Gokak,JD(U),L,0,No Cases ,No Cases,,,graduate,100000,0,100000,0,N 
527,JARKIHOLI RAMESH LAXMANRAO,Gokak,INC,W,0,No Cases ,No Cases,,,12th,101178599,187208800,288387399,6355971,Y 
528,DASTAGIRSAB MUGUDSAB PAILWAN,Gokak,BSP,L,0,No Cases ,No Cases,,,5th,75000,0,75000,20000,N 
529,SHIVAGOUDAPPA BALAPPA KHANAGOUDAR,Gokak,RPI(A),L,0,No Cases ,No Cases,,,graduate,1213000,400000,1613000,1000,Y 
530,ASHOK NINGAYYA PUJARI,Gokak,JD(S),L,0,No Cases ,No Cases,,,graduate_professional,203000,13697000,13900000,5063000,N 
531,M M KHAJI,Gokak,SP,L,0,No Cases ,No Cases,,,graduate,239000,0,239000,35000,N 
532,V.SOMANNA,Govindraj Nagar,INC,W,0,No Cases ,No Cases,,,not_given,18322895,91669929,109992824,0,N 
533,RAVIKUMAR,Govindraj Nagar,BSP,L,0,No Cases ,No Cases,,,not_given,375000,4050000,4425000,0,N 
534,H.YUVARAJ,Govindraj Nagar,SKP,L,0,No Cases ,No Cases,,,not_given,18175,0,18175,0,Y 
535,R.RAVINDRA,Govindraj Nagar,BJP,L,0,No Cases ,No Cases,,,not_given,311000,43460500,43771500,0,N 
536,L.S KUMARASWAMY,Govindraj Nagar,JD(U),L,0,No Cases ,No Cases,,,not_given,71334,2000000,2071334,20000,N 
